\\Hourly Demand Report,,,
\\Created at 2020-05-13 07:30:09,,,
\\For 2020,,,
Date,Hour,Market Demand,Ontario Demand
2020-03-05,21,19308,16998
2020-03-05,22,18953,16542
2020-03-05,23,18703,16010
2020-03-05,24,17383,14954
2020-03-06,1,16041,14341
2020-03-06,2,15736,14028
2020-03-06,3,15484,13705
2020-03-06,4,15141,13432
2020-03-06,5,15721,13720
2020-03-06,6,16686,14323
2020-03-06,7,17391,15452
2020-03-06,8,18805,16600
2020-03-06,9,18870,16705
2020-03-06,10,18899,16720
2020-03-06,11,18897,16801
2020-03-06,12,18667,16667
2020-03-06,13,18556,16485
2020-03-06,14,18492,16378
2020-03-06,15,18466,16279
2020-03-06,16,18822,16294
2020-03-06,17,19532,16938
2020-03-06,18,20034,17384
2020-03-06,19,19622,17602
2020-03-06,20,19379,17530
2020-03-06,21,19277,17248
2020-03-06,22,18540,16645
2020-03-06,23,17941,15719
2020-03-06,24,17137,14847
2020-03-07,1,16747,14208
2020-03-07,2,16506,13878
2020-03-07,3,16206,13785
2020-03-07,4,16365,13772
2020-03-07,5,16423,13998
2020-03-07,6,16637,14294
2020-03-07,7,17124,15008
2020-03-07,8,17121,15293
2020-03-07,9,16841,14887
2020-03-07,10,16527,14652
2020-03-07,11,16671,14641
2020-03-07,12,16704,14557
2020-03-07,13,16704,14413
2020-03-07,14,16263,14118
2020-03-07,15,16184,13981
2020-03-07,16,16269,14145
2020-03-07,17,16781,14814
2020-03-07,18,17428,15598
2020-03-07,19,18290,16413
2020-03-07,20,18382,16485
2020-03-07,21,18127,16032
2020-03-07,22,17725,15571
2020-03-07,23,17078,14836
2020-03-07,24,16552,13981
2020-03-08,1,16231,13450
2020-03-08,2,16569,13011
2020-03-08,3,16310,12735
2020-03-08,4,16014,12598
2020-03-08,5,16065,12833
2020-03-08,6,15737,12962
2020-03-08,7,16029,13443
2020-03-08,8,16307,13819
2020-03-08,9,16758,13758
2020-03-08,10,16748,13563
2020-03-08,11,16520,13196
2020-03-08,12,16766,13183
2020-03-08,13,17018,12993
2020-03-08,14,16984,12756
2020-03-08,15,16905,12744
2020-03-08,16,17428,13495
2020-03-08,17,18123,14468
2020-03-08,18,18379,15082
2020-03-08,19,18923,15809
2020-03-08,20,18482,15867
2020-03-08,21,18128,15287
2020-03-08,22,17572,14469
2020-03-08,23,17272,13626
2020-03-08,24,16677,12940
2020-03-09,1,16373,12506
2020-03-09,2,15906,12235
2020-03-09,3,15810,12137
2020-03-09,4,15886,12234
2020-03-09,5,16336,12794
2020-03-09,6,16809,13984
2020-03-09,7,18073,15560
2020-03-09,8,18229,15755
2020-03-09,9,17662,14994
2020-03-09,10,17392,14507
2020-03-09,11,17372,14130
2020-03-09,12,17553,14126
2020-03-09,13,17573,14244
2020-03-09,14,17485,14439
2020-03-09,15,17605,14677
2020-03-09,16,17878,15185
2020-03-09,17,18586,15898
2020-03-09,18,18632,16020
2020-03-09,19,18827,16455
2020-03-09,20,18687,16357
2020-03-09,21,18662,15745
2020-03-09,22,18168,14792
2020-03-09,23,17393,13785
2020-03-09,24,17053,12965
2020-03-10,1,16769,12491
2020-03-10,2,16254,12136
2020-03-10,3,16263,12164
2020-03-10,4,16281,12218
2020-03-10,5,16513,12780
2020-03-10,6,16827,13873
2020-03-10,7,18199,15390
2020-03-10,8,18733,16026
2020-03-10,9,18215,15908
2020-03-10,10,18094,15884
2020-03-10,11,18238,15838
2020-03-10,12,18322,15832
2020-03-10,13,18459,15807
2020-03-10,14,18268,15540
2020-03-10,15,17846,15563
2020-03-10,16,18131,15863
2020-03-10,17,18196,15904
2020-03-10,18,17934,16051
2020-03-10,19,18422,16835
2020-03-10,20,18732,17179
2020-03-10,21,18224,16744
2020-03-10,22,17131,15843
2020-03-10,23,15980,14781
2020-03-10,24,15651,13993
2020-03-11,1,15509,13652
2020-03-11,2,15061,13470
2020-03-11,3,14888,13414
2020-03-11,4,14994,13573
2020-03-11,5,15361,14128
2020-03-11,6,16969,15362
2020-03-11,7,18518,16980
2020-03-11,8,18312,17051
2020-03-11,9,17982,16583
2020-03-11,10,18028,16609
2020-03-11,11,17787,16306
2020-03-11,12,17610,16136
2020-03-11,13,17283,15933
2020-03-11,14,16823,15369
2020-03-11,15,17165,15804
2020-03-11,16,18003,16451
2020-03-11,17,18374,16998
2020-03-11,18,18427,17030
2020-03-11,19,18891,17460
2020-03-11,20,19085,17632
2020-03-11,21,18867,16976
2020-03-11,22,17706,15880
2020-03-11,23,16139,14846
2020-03-11,24,15401,14039
2020-03-12,1,15026,13631
2020-03-12,2,15252,13449
2020-03-12,3,15092,13395
2020-03-12,4,14984,13384
2020-03-12,5,15094,13835
2020-03-12,6,16600,15051
2020-03-12,7,18648,16754
2020-03-12,8,18695,16985
2020-03-12,9,18172,16477
2020-03-12,10,17897,16129
2020-03-12,11,17580,15707
2020-03-12,12,17457,15251
2020-03-12,13,17520,15053
2020-03-12,14,17603,14942
2020-03-12,15,17453,15150
2020-03-12,16,17888,15733
2020-03-12,17,18474,16218
2020-03-12,18,18755,16374
2020-03-12,19,19191,16972
2020-03-12,20,18673,16885
2020-03-12,21,18187,16364
2020-03-12,22,17426,15386
2020-03-12,23,17077,14376
2020-03-12,24,16928,13689
2020-03-13,1,16421,13078
2020-03-13,2,16092,12697
2020-03-13,3,16345,12516
2020-03-13,4,16562,12547
2020-03-13,5,16734,13036
2020-03-13,6,17167,14141
2020-03-13,7,18449,15673
2020-03-13,8,18973,16193
2020-03-13,9,18925,16029
2020-03-13,10,18698,15772
2020-03-13,11,18808,15565
2020-03-13,12,18732,15396
2020-03-13,13,18381,15235
2020-03-13,14,18480,15245
2020-03-13,15,18394,15399
2020-03-13,16,17962,15501
2020-03-13,17,18270,15820
2020-03-13,18,18810,16279
2020-03-13,19,19121,16835
2020-03-13,20,19260,16944
2020-03-13,21,18721,16330
2020-03-13,22,18073,15418
2020-03-13,23,17469,14386
2020-03-13,24,17024,13605
2020-03-14,1,17025,13294
2020-03-14,2,16787,13084
2020-03-14,3,16696,12959
2020-03-14,4,16368,13031
2020-03-14,5,16287,13274
2020-03-14,6,16269,13723
2020-03-14,7,16503,14269
2020-03-14,8,16594,14713
2020-03-14,9,17101,15105
2020-03-14,10,17551,15407
2020-03-14,11,17260,15199
2020-03-14,12,17220,15140
2020-03-14,13,17067,14997
2020-03-14,14,16952,14851
2020-03-14,15,16821,14721
2020-03-14,16,17095,15075
2020-03-14,17,17951,15697
2020-03-14,18,18297,16097
2020-03-14,19,18738,16345
2020-03-14,20,18063,16024
2020-03-14,21,17904,15615
2020-03-14,22,17293,15007
2020-03-14,23,16649,14280
2020-03-14,24,16103,13605
2020-03-15,1,15630,13175
2020-03-15,2,15126,12905
2020-03-15,3,15237,12787
2020-03-15,4,15324,12776
2020-03-15,5,15549,13014
2020-03-15,6,15683,13450
2020-03-15,7,16137,13967
2020-03-15,8,16398,14214
2020-03-15,9,16328,13959
2020-03-15,10,15994,13722
2020-03-15,11,15835,13766
2020-03-15,12,15947,13855
2020-03-15,13,16000,13724
2020-03-15,14,15962,13496
2020-03-15,15,16036,13433
2020-03-15,16,15859,13782
2020-03-15,17,16630,14625
2020-03-15,18,17351,15346
2020-03-15,19,18445,16190
2020-03-15,20,18638,16492
2020-03-15,21,18224,16052
2020-03-15,22,17405,15374
2020-03-15,23,16610,14627
2020-03-15,24,16273,14077
2020-03-16,1,16241,13741
2020-03-16,2,16081,13483
2020-03-16,3,15992,13471
2020-03-16,4,16143,13565
2020-03-16,5,16734,14059
2020-03-16,6,17460,15044
2020-03-16,7,18237,16048
2020-03-16,8,18276,16239
2020-03-16,9,18266,15891
2020-03-16,10,18076,15693
2020-03-16,11,18168,15514
2020-03-16,12,16935,15348
2020-03-16,13,17086,15110
2020-03-16,14,17304,15022
2020-03-16,15,17488,15127
2020-03-16,16,17778,15554
2020-03-16,17,18606,16443
2020-03-16,18,19100,16860
2020-03-16,19,19530,17400
2020-03-16,20,19547,17351
2020-03-16,21,18650,16597
2020-03-16,22,17775,15733
2020-03-16,23,16901,14841
2020-03-16,24,16286,14171
2020-03-17,1,16107,13654
2020-03-17,2,15640,13324
2020-03-17,3,15803,13202
2020-03-17,4,15836,13298
2020-03-17,5,16427,13736
2020-03-17,6,17074,14564
2020-03-17,7,17975,15571
2020-03-17,8,18530,16204
2020-03-17,9,18885,16530
2020-03-17,10,18997,16648
2020-03-17,11,18949,16458
2020-03-17,12,18761,16277
2020-03-17,13,18532,16008
2020-03-17,14,18263,15542
2020-03-17,15,17699,14998
2020-03-17,16,17424,15104
2020-03-17,17,17970,15470
2020-03-17,18,18115,15813
2020-03-17,19,19169,16544
2020-03-17,20,19470,16912
2020-03-17,21,18596,16463
2020-03-17,22,17638,15658
2020-03-17,23,17008,14970
2020-03-17,24,16092,14239
2020-03-18,1,15587,13773
2020-03-18,2,15301,13630
2020-03-18,3,15381,13554
2020-03-18,4,15193,13541
2020-03-18,5,16196,13989
2020-03-18,6,17065,14952
2020-03-18,7,17945,15781
2020-03-18,8,17807,15879
2020-03-18,9,18007,15819
2020-03-18,10,17603,15384
2020-03-18,11,17763,15392
2020-03-18,12,18000,15702
2020-03-18,13,17681,15612
2020-03-18,14,17769,15712
2020-03-18,15,17856,15765
2020-03-18,16,18090,16025
2020-03-18,17,18444,16530
2020-03-18,18,18660,16707
2020-03-18,19,18967,17059
2020-03-18,20,18993,16926
2020-03-18,21,18256,16221
2020-03-18,22,17383,15317
2020-03-18,23,16447,14538
2020-03-18,24,15863,13824
2020-03-19,1,15550,13464
2020-03-19,2,15333,13249
2020-03-19,3,15363,13121
2020-03-19,4,15477,13187
2020-03-19,5,16152,13578
2020-03-19,6,17032,14566
2020-03-19,7,17798,15603
2020-03-19,8,18055,15955
2020-03-19,9,17994,16138
2020-03-19,10,17826,16109
2020-03-19,11,18064,16167
2020-03-19,12,17875,16168
2020-03-19,13,17701,16033
2020-03-19,14,17601,15947
2020-03-19,15,17739,15845
2020-03-19,16,18036,16192
2020-03-19,17,18285,16588
2020-03-19,18,18457,16437
2020-03-19,19,18626,16594
2020-03-19,20,18583,16364
2020-03-19,21,18048,15636
2020-03-19,22,17527,14780
2020-03-19,23,16916,13853
2020-03-19,24,16855,13208
2020-03-20,1,16642,12692
2020-03-20,2,16413,12230
2020-03-20,3,16289,12101
2020-03-20,4,16323,12131
2020-03-20,5,16451,12475
2020-03-20,6,16640,13312
2020-03-20,7,17439,14218
2020-03-20,8,17798,14869
2020-03-20,9,17800,15160
2020-03-20,10,17942,15246
2020-03-20,11,17642,15203
2020-03-20,12,18043,15413
2020-03-20,13,17540,14931
2020-03-20,14,17467,14598
2020-03-20,15,17273,14421
2020-03-20,16,17854,14843
2020-03-20,17,18790,15537
2020-03-20,18,19028,15876
2020-03-20,19,19281,16442
2020-03-20,20,19202,16542
2020-03-20,21,18764,15992
2020-03-20,22,18471,15155
2020-03-20,23,17524,14285
2020-03-20,24,16837,13719
2020-03-21,1,16440,13424
2020-03-21,2,16361,13180
2020-03-21,3,16360,13192
2020-03-21,4,15905,13270
2020-03-21,5,15880,13465
2020-03-21,6,16649,14082
2020-03-21,7,16669,14685
2020-03-21,8,16593,14898
2020-03-21,9,16486,14705
2020-03-21,10,16340,14548
2020-03-21,11,16325,14493
2020-03-21,12,16325,14479
2020-03-21,13,16357,14215
2020-03-21,14,15783,13919
2020-03-21,15,15928,13792
2020-03-21,16,16119,14074
2020-03-21,17,17056,15047
2020-03-21,18,17514,15785
2020-03-21,19,18286,16374
2020-03-21,20,18117,16474
2020-03-21,21,17674,15969
2020-03-21,22,16523,15282
2020-03-21,23,16044,14627
2020-03-21,24,15695,14090
2020-03-22,1,15278,13645
2020-03-22,2,14994,13443
2020-03-22,3,14944,13354
2020-03-22,4,14960,13397
2020-03-22,5,15164,13537
2020-03-22,6,15454,13905
2020-03-22,7,15830,14243
2020-03-22,8,15801,14114
2020-03-22,9,15877,13911
2020-03-22,10,15891,13718
2020-03-22,11,16149,13785
2020-03-22,12,16440,14102
2020-03-22,13,16514,13926
2020-03-22,14,16204,13540
2020-03-22,15,16071,13626
2020-03-22,16,16808,14393
2020-03-22,17,17596,15305
2020-03-22,18,18021,15824
2020-03-22,19,18444,16373
2020-03-22,20,18204,16434
2020-03-22,21,17524,15599
2020-03-22,22,16626,14790
2020-03-22,23,16170,14060
2020-03-22,24,15663,13477
2020-03-23,1,15737,13178
2020-03-23,2,15211,13018
2020-03-23,3,15376,13201
2020-03-23,4,15453,13345
2020-03-23,5,15698,13701
2020-03-23,6,16254,14596
2020-03-23,7,17808,15573
2020-03-23,8,18302,16133
2020-03-23,9,18844,16512
2020-03-23,10,19029,16716
2020-03-23,11,18954,16897
2020-03-23,12,18896,16935
2020-03-23,13,18863,16734
2020-03-23,14,18663,16419
2020-03-23,15,18564,16147
2020-03-23,16,18965,16497
2020-03-23,17,19424,16975
2020-03-23,18,19361,16851
2020-03-23,19,19376,16950
2020-03-23,20,19027,16712
2020-03-23,21,18036,16087
2020-03-23,22,17230,15190
2020-03-23,23,16035,14266
2020-03-23,24,15426,13544
2020-03-24,1,14693,13100
2020-03-24,2,14493,12846
2020-03-24,3,14767,12737
2020-03-24,4,14767,12834
2020-03-24,5,15405,13332
2020-03-24,6,16372,14223
2020-03-24,7,17288,15157
2020-03-24,8,17682,15476
2020-03-24,9,17461,15639
2020-03-24,10,17715,15554
2020-03-24,11,17492,15353
2020-03-24,12,17421,15274
2020-03-24,13,17191,15051
2020-03-24,14,16682,14852
2020-03-24,15,16225,14536
2020-03-24,16,16370,14674
2020-03-24,17,17384,15295
2020-03-24,18,17724,15570
2020-03-24,19,17931,15921
2020-03-24,20,17999,16047
2020-03-24,21,17456,15398
2020-03-24,22,16637,14515
2020-03-24,23,15874,13649
2020-03-24,24,15673,13132
2020-03-25,1,15120,12635
2020-03-25,2,14868,12466
2020-03-25,3,14882,12579
2020-03-25,4,15099,12671
2020-03-25,5,15431,13072
2020-03-25,6,16090,13793
2020-03-25,7,16741,14631
2020-03-25,8,17029,14815
2020-03-25,9,16892,14724
2020-03-25,10,16803,14600
2020-03-25,11,16916,14642
2020-03-25,12,16877,14621
2020-03-25,13,16896,14535
2020-03-25,14,16463,14402
2020-03-25,15,16343,14313
2020-03-25,16,16486,14431
2020-03-25,17,17195,14972
2020-03-25,18,17506,15152
2020-03-25,19,17791,15507
2020-03-25,20,17977,15869
2020-03-25,21,16896,15077
2020-03-25,22,16006,14134
2020-03-25,23,15265,13335
2020-03-25,24,15280,12699
2020-03-26,1,15432,12317
2020-03-26,2,15212,12136
2020-03-26,3,15261,12024
2020-03-26,4,15368,12031
2020-03-26,5,15372,12276
2020-03-26,6,15755,13087
2020-03-26,7,16668,13907
2020-03-26,8,17144,14171
2020-03-26,9,17013,14071
2020-03-26,10,17132,13990
2020-03-26,11,17477,14262
2020-03-26,12,17916,14721
2020-03-26,13,17491,14785
2020-03-26,14,17170,14699
2020-03-26,15,17278,14999
2020-03-26,16,17742,15533
2020-03-26,17,18351,16051
2020-03-26,18,17722,15658
2020-03-26,19,17659,15689
2020-03-26,20,17398,15667
2020-03-26,21,17030,15080
2020-03-26,22,16540,14301
2020-03-26,23,15555,13535
2020-03-26,24,15196,13095
2020-03-27,1,15005,12737
2020-03-27,2,14446,12348
2020-03-27,3,14631,12336
2020-03-27,4,14525,12458
2020-03-27,5,15248,13018
2020-03-27,6,15875,13807
2020-03-27,7,16574,14787
2020-03-27,8,16924,15090
2020-03-27,9,17127,15121
2020-03-27,10,16854,14908
2020-03-27,11,16235,14404
2020-03-27,12,15895,14013
2020-03-27,13,15243,13538
2020-03-27,14,14946,13283
2020-03-27,15,14580,12960
2020-03-27,16,14798,13176
2020-03-27,17,15736,14058
2020-03-27,18,16390,14596
2020-03-27,19,16802,15122
2020-03-27,20,16745,15254
2020-03-27,21,16245,14770
2020-03-27,22,15703,13987
2020-03-27,23,15433,13171
2020-03-27,24,14746,12476
2020-03-28,1,14813,12077
2020-03-28,2,14817,11891
2020-03-28,3,15000,11793
2020-03-28,4,15081,11766
2020-03-28,5,15165,11928
2020-03-28,6,15115,12317
2020-03-28,7,15394,12825
2020-03-28,8,15454,13126
2020-03-28,9,16217,13562
2020-03-28,10,16897,14168
2020-03-28,11,17261,14627
2020-03-28,12,17725,14738
2020-03-28,13,17066,14315
2020-03-28,14,16722,14056
2020-03-28,15,16630,14073
2020-03-28,16,16890,14525
2020-03-28,17,17662,15274
2020-03-28,18,17043,15116
2020-03-28,19,16995,15109
2020-03-28,20,16225,14625
2020-03-28,21,16124,13963
2020-03-28,22,15396,13266
2020-03-28,23,15250,12515
2020-03-28,24,15245,11910
2020-03-29,1,15350,11449
2020-03-29,2,15357,11232
2020-03-29,3,15260,11152
2020-03-29,4,15300,11132
2020-03-29,5,15538,11325
2020-03-29,6,15792,11754
2020-03-29,7,16195,12226
2020-03-29,8,16908,12811
2020-03-29,9,16909,13330
2020-03-29,10,17118,13856
2020-03-29,11,17238,14151
2020-03-29,12,17486,14269
2020-03-29,13,17352,14095
2020-03-29,14,17438,13806
2020-03-29,15,17368,13579
2020-03-29,16,17411,13898
2020-03-29,17,17649,14592
2020-03-29,18,17438,14567
2020-03-29,19,17212,14464
2020-03-29,20,17591,14371
2020-03-29,21,17264,13720
2020-03-29,22,17009,13057
2020-03-29,23,16259,12226
2020-03-29,24,15892,11798
2020-03-30,1,15534,11391
2020-03-30,2,15090,11120
2020-03-30,3,14999,11124
2020-03-30,4,15160,11254
2020-03-30,5,15563,11600
2020-03-30,6,15928,12485
2020-03-30,7,16463,13526
2020-03-30,8,16945,14137
2020-03-30,9,17009,14418
2020-03-30,10,17127,14590
2020-03-30,11,17257,14670
2020-03-30,12,17576,14990
2020-03-30,13,17805,15045
2020-03-30,14,17685,15010
2020-03-30,15,17581,14951
2020-03-30,16,17631,15268
2020-03-30,17,18072,15822
2020-03-30,18,18077,15893
2020-03-30,19,18110,15998
2020-03-30,20,18117,15772
2020-03-30,21,17492,15081
2020-03-30,22,16314,14225
2020-03-30,23,15759,13400
2020-03-30,24,15267,12809
2020-03-31,1,14994,12409
2020-03-31,2,14673,12158
2020-03-31,3,14471,12073
2020-03-31,4,14756,12152
2020-03-31,5,14934,12529
2020-03-31,6,15625,13316
2020-03-31,7,16439,14162
2020-03-31,8,16857,14574
2020-03-31,9,16907,14801
2020-03-31,10,16925,14852
2020-03-31,11,17100,15028
2020-03-31,12,17120,15126
2020-03-31,13,16872,14902
2020-03-31,14,16438,14584
2020-03-31,15,16284,14412
2020-03-31,16,16510,14660
2020-03-31,17,17115,15202
2020-03-31,18,17302,15351
2020-03-31,19,17491,15608
2020-03-31,20,17356,15515
2020-03-31,21,16865,14856
2020-03-31,22,15986,14061
2020-03-31,23,15508,13236
2020-03-31,24,15303,12706
2020-04-01,1,15264,12346
2020-04-01,2,14919,12113
2020-04-01,3,14905,12052
2020-04-01,4,15108,12220
2020-04-01,5,15239,12722
2020-04-01,6,15881,13532
2020-04-01,7,16043,14073
2020-04-01,8,15943,14036
2020-04-01,9,15889,13719
2020-04-01,10,15823,13406
2020-04-01,11,15824,13233
2020-04-01,12,15831,13227
2020-04-01,13,15837,13163
2020-04-01,14,15630,13034
2020-04-01,15,15681,13143
2020-04-01,16,15667,13384
2020-04-01,17,16203,14143
2020-04-01,18,16464,14465
2020-04-01,19,17010,14913
2020-04-01,20,17108,15186
2020-04-01,21,16641,14693
2020-04-01,22,15928,13826
2020-04-01,23,15275,13066
2020-04-01,24,15010,12491
2020-04-02,1,14759,12078
2020-04-02,2,14826,11767
2020-04-02,3,15068,11676
2020-04-02,4,15076,11768
2020-04-02,5,15031,12237
2020-04-02,6,15725,13022
2020-04-02,7,16136,13616
2020-04-02,8,16073,13437
2020-04-02,9,16241,13258
2020-04-02,10,15594,12833
2020-04-02,11,15412,12667
2020-04-02,12,15625,12684
2020-04-02,13,15646,12595
2020-04-02,14,15448,12411
2020-04-02,15,15734,12327
2020-04-02,16,15779,12631
2020-04-02,17,16356,13340
2020-04-02,18,16908,13893
2020-04-02,19,17622,14611
2020-04-02,20,17418,14893
2020-04-02,21,17301,14521
2020-04-02,22,17104,13756
2020-04-02,23,15986,12786
2020-04-02,24,15515,12184
2020-04-03,1,15467,11839
2020-04-03,2,15383,11671
2020-04-03,3,15518,11577
2020-04-03,4,15483,11675
2020-04-03,5,15327,12102
2020-04-03,6,15629,12902
2020-04-03,7,16402,13567
2020-04-03,8,16667,13845
2020-04-03,9,16967,13808
2020-04-03,10,16934,13613
2020-04-03,11,16374,13450
2020-04-03,12,16562,13621
2020-04-03,13,16562,13518
2020-04-03,14,16337,13421
2020-04-03,15,16083,13384
2020-04-03,16,16620,13759
2020-04-03,17,17143,14266
2020-04-03,18,17016,14426
2020-04-03,19,17189,14667
2020-04-03,20,16811,14758
2020-04-03,21,16392,14202
2020-04-03,22,15894,13489
2020-04-03,23,15127,12656
2020-04-03,24,15150,12111
2020-04-04,1,14866,11746
2020-04-04,2,14618,11564
2020-04-04,3,14435,11367
2020-04-04,4,14330,11379
2020-04-04,5,14678,11603
2020-04-04,6,14922,12008
2020-04-04,7,14848,12312
2020-04-04,8,14838,12488
2020-04-04,9,15096,12557
2020-04-04,10,15095,12598
2020-04-04,11,15074,12541
2020-04-04,12,15573,12747
2020-04-04,13,15528,12581
2020-04-04,14,15217,12491
2020-04-04,15,15358,12745
2020-04-04,16,15539,13023
2020-04-04,17,16247,13784
2020-04-04,18,16097,13997
2020-04-04,19,16159,14126
2020-04-04,20,16135,14189
2020-04-04,21,15741,13494
2020-04-04,22,15293,13004
2020-04-04,23,14886,12137
2020-04-04,24,14648,11531
2020-04-05,1,14215,11084
2020-04-05,2,14363,10847
2020-04-05,3,14448,10711
2020-04-05,4,14671,10768
2020-04-05,5,14885,10988
2020-04-05,6,14999,11318
2020-04-05,7,15297,11749
2020-04-05,8,15517,12225
2020-04-05,9,15616,12532
2020-04-05,10,15457,12744
2020-04-05,11,15562,12897
2020-04-05,12,15524,12960
2020-04-05,13,15281,12696
2020-04-05,14,14967,12438
2020-04-05,15,15119,12288
2020-04-05,16,15093,12462
2020-04-05,17,15598,13042
2020-04-05,18,15923,13457
2020-04-05,19,16180,13917
2020-04-05,20,16290,14240
2020-04-05,21,15953,13861
2020-04-05,22,15551,13288
2020-04-05,23,14927,12542
2020-04-05,24,14781,12066
2020-04-06,1,14445,11688
2020-04-06,2,14385,11552
2020-04-06,3,14221,11442
2020-04-06,4,14357,11641
2020-04-06,5,14710,12111
2020-04-06,6,15656,13113
2020-04-06,7,16220,13759
2020-04-06,8,16414,13858
2020-04-06,9,15871,13382
2020-04-06,10,15876,12942
2020-04-06,11,15661,12857
2020-04-06,12,15863,13041
2020-04-06,13,15972,12894
2020-04-06,14,15759,12584
2020-04-06,15,15824,12568
2020-04-06,16,15772,13039
2020-04-06,17,16340,13897
2020-04-06,18,16819,14376
2020-04-06,19,17016,14801
2020-04-06,20,17032,14841
2020-04-06,21,16316,14121
2020-04-06,22,15780,13379
2020-04-06,23,15095,12598
2020-04-06,24,14689,11979
2020-04-07,1,14526,11702
2020-04-07,2,14247,11375
2020-04-07,3,14182,11302
2020-04-07,4,14331,11488
2020-04-07,5,14565,11946
2020-04-07,6,15269,12708
2020-04-07,7,15548,13047
2020-04-07,8,16048,13273
2020-04-07,9,15876,13099
2020-04-07,10,16231,12947
2020-04-07,11,16454,13025
2020-04-07,12,16827,13393
2020-04-07,13,16784,13360
2020-04-07,14,16359,13138
2020-04-07,15,16045,13092
2020-04-07,16,16264,13580
2020-04-07,17,17100,14478
2020-04-07,18,17150,14807
2020-04-07,19,17005,14716
2020-04-07,20,16851,14591
2020-04-07,21,16747,14064
2020-04-07,22,15619,13201
2020-04-07,23,15058,12481
2020-04-07,24,14935,11875
2020-04-08,1,14598,11579
2020-04-08,2,14408,11418
2020-04-08,3,14229,11319
2020-04-08,4,14307,11283
2020-04-08,5,13855,11427
2020-04-08,6,15043,12420
2020-04-08,7,16028,13404
2020-04-08,8,16519,13941
2020-04-08,9,16774,14188
2020-04-08,10,16042,13860
2020-04-08,11,16061,13863
2020-04-08,12,16128,13814
2020-04-08,13,15931,13347
2020-04-08,14,15926,13023
2020-04-08,15,15474,12786
2020-04-08,16,15714,13034
2020-04-08,17,16343,13762
2020-04-08,18,16495,13952
2020-04-08,19,16765,14452
2020-04-08,20,16854,14550
2020-04-08,21,16688,13994
2020-04-08,22,15986,13205
2020-04-08,23,15094,12368
2020-04-08,24,14918,11811
2020-04-09,1,14791,11457
2020-04-09,2,14588,11196
2020-04-09,3,14856,11054
2020-04-09,4,14852,10978
2020-04-09,5,15236,11400
2020-04-09,6,15699,12383
2020-04-09,7,16325,13196
2020-04-09,8,16921,13772
2020-04-09,9,17067,13745
2020-04-09,10,16395,13207
2020-04-09,11,16202,13152
2020-04-09,12,16696,13294
2020-04-09,13,16782,13146
2020-04-09,14,16882,13069
2020-04-09,15,16583,12873
2020-04-09,16,16706,13163
2020-04-09,17,16842,13609
2020-04-09,18,16961,13884
2020-04-09,19,17192,14210
2020-04-09,20,17299,14454
2020-04-09,21,17426,13996
2020-04-09,22,16831,13308
2020-04-09,23,16276,12541
2020-04-09,24,15978,11968
2020-04-10,1,15453,11535
2020-04-10,2,15315,11278
2020-04-10,3,15170,11127
2020-04-10,4,15143,11095
2020-04-10,5,15264,11241
2020-04-10,6,15562,11537
2020-04-10,7,15963,11925
2020-04-10,8,16589,12287
2020-04-10,9,16227,12309
2020-04-10,10,16490,12192
2020-04-10,11,16291,11989
2020-04-10,12,16357,12029
2020-04-10,13,15910,11835
2020-04-10,14,15755,11754
2020-04-10,15,15828,11842
2020-04-10,16,16119,12349
2020-04-10,17,17009,12981
2020-04-10,18,17154,13354
2020-04-10,19,16998,13709
2020-04-10,20,17300,14174
2020-04-10,21,17243,13900
2020-04-10,22,16178,13228
2020-04-10,23,15338,12405
2020-04-10,24,15203,11918
2020-04-11,1,14752,11475
2020-04-11,2,14944,11332
2020-04-11,3,14979,11294
2020-04-11,4,15035,11392
2020-04-11,5,14757,11473
2020-04-11,6,14704,11814
2020-04-11,7,14719,12075
2020-04-11,8,14603,12099
2020-04-11,9,14713,11856
2020-04-11,10,15255,11783
2020-04-11,11,15685,11865
2020-04-11,12,15955,12030
2020-04-11,13,15555,11918
2020-04-11,14,15775,11839
2020-04-11,15,15883,12025
2020-04-11,16,16087,12437
2020-04-11,17,16010,12961
2020-04-11,18,16228,13354
2020-04-11,19,16105,13570
2020-04-11,20,16401,13955
2020-04-11,21,16140,13452
2020-04-11,22,15529,12652
2020-04-11,23,15494,11929
2020-04-11,24,15378,11339
2020-04-12,1,14981,11006
2020-04-12,2,14820,10810
2020-04-12,3,14687,10648
2020-04-12,4,14478,10564
2020-04-12,5,14913,10953
2020-04-12,6,15230,11311
2020-04-12,7,15608,11760
2020-04-12,8,15605,12085
2020-04-12,9,15346,12479
2020-04-12,10,16012,12909
2020-04-12,11,16035,13272
2020-04-12,12,15917,13322
2020-04-12,13,15596,12965
2020-04-12,14,15416,12838
2020-04-12,15,15518,12678
2020-04-12,16,16103,13128
2020-04-12,17,16299,13574
2020-04-12,18,16571,13715
2020-04-12,19,15641,13349
2020-04-12,20,16187,13478
2020-04-12,21,15694,12929
2020-04-12,22,15530,12160
2020-04-12,23,15149,11450
2020-04-12,24,14980,11043
2020-04-13,1,14737,10862
2020-04-13,2,14361,10624
2020-04-13,3,14362,10578
2020-04-13,4,14497,10783
2020-04-13,5,14856,11089
2020-04-13,6,15739,11922
2020-04-13,7,16107,12688
2020-04-13,8,16739,13369
2020-04-13,9,16898,13667
2020-04-13,10,17770,13961
2020-04-13,11,17910,13846
2020-04-13,12,17788,13958
