\\Hourly Demand Report,,,
\\Created at 2020-05-13 07:30:09,,,
\\For 2020,,,
Date,Hour,Market Demand,Ontario Demand
2020-04-13,13,18067,13863
2020-04-13,14,18040,13737
2020-04-13,15,18006,13772
2020-04-13,16,18495,14168
2020-04-13,17,18756,14474
2020-04-13,18,18726,14451
2020-04-13,19,18360,14501
2020-04-13,20,18442,14659
2020-04-13,21,18011,14137
2020-04-13,22,17186,13527
2020-04-13,23,16433,12636
2020-04-13,24,16040,12022
2020-04-14,1,15647,11689
2020-04-14,2,15580,11626
2020-04-14,3,15709,11705
2020-04-14,4,15822,11958
2020-04-14,5,15335,12166
2020-04-14,6,15567,12976
2020-04-14,7,15923,13594
2020-04-14,8,15974,13615
2020-04-14,9,15925,13306
2020-04-14,10,16140,13161
2020-04-14,11,16230,13079
2020-04-14,12,16726,13279
2020-04-14,13,16787,13178
2020-04-14,14,17165,13219
2020-04-14,15,17394,13322
2020-04-14,16,17370,13623
2020-04-14,17,17602,14276
2020-04-14,18,17407,14478
2020-04-14,19,17442,14755
2020-04-14,20,17730,15022
2020-04-14,21,17626,14786
2020-04-14,22,16418,13993
2020-04-14,23,15806,13336
2020-04-14,24,16013,12845
2020-04-15,1,15773,12360
2020-04-15,2,15355,12148
2020-04-15,3,15442,12070
2020-04-15,4,14836,12173
2020-04-15,5,14782,12574
2020-04-15,6,15438,13295
2020-04-15,7,15790,13848
2020-04-15,8,16149,14030
2020-04-15,9,16215,13908
2020-04-15,10,15986,13751
2020-04-15,11,16471,14027
2020-04-15,12,16646,14182
2020-04-15,13,16538,14184
2020-04-15,14,16287,14054
2020-04-15,15,16052,13848
2020-04-15,16,16318,14178
2020-04-15,17,16987,14866
2020-04-15,18,16736,14927
2020-04-15,19,17245,15153
2020-04-15,20,17201,15350
2020-04-15,21,16749,14983
2020-04-15,22,16323,14432
2020-04-15,23,15854,13691
2020-04-15,24,15204,12869
2020-04-16,1,14882,12474
2020-04-16,2,14703,12218
2020-04-16,3,14755,12135
2020-04-16,4,14858,12279
2020-04-16,5,15196,12723
2020-04-16,6,15612,13441
2020-04-16,7,16034,14047
2020-04-16,8,16411,14129
2020-04-16,9,16025,13570
2020-04-16,10,15917,13318
2020-04-16,11,16496,13775
2020-04-16,12,16950,14066
2020-04-16,13,16561,13913
2020-04-16,14,16753,13882
2020-04-16,15,16682,13679
2020-04-16,16,16709,13878
2020-04-16,17,16960,14402
2020-04-16,18,17008,14556
2020-04-16,19,17314,14883
2020-04-16,20,17719,15340
2020-04-16,21,17039,14989
2020-04-16,22,16679,14095
2020-04-16,23,15949,13297
2020-04-16,24,15973,12762
2020-04-17,1,15729,12450
2020-04-17,2,15153,12236
2020-04-17,3,14963,12107
2020-04-17,4,14848,12178
2020-04-17,5,15064,12552
2020-04-17,6,16016,13375
2020-04-17,7,16584,13984
2020-04-17,8,16478,14205
2020-04-17,9,16437,14058
2020-04-17,10,16334,14196
2020-04-17,11,15928,14017
2020-04-17,12,16133,14009
2020-04-17,13,16548,13796
2020-04-17,14,16345,13558
2020-04-17,15,16279,13456
2020-04-17,16,16683,13917
2020-04-17,17,16936,14645
2020-04-17,18,17626,14939
2020-04-17,19,17470,14973
2020-04-17,20,17223,15105
2020-04-17,21,16785,14738
2020-04-17,22,16023,14010
2020-04-17,23,15591,13212
2020-04-17,24,15254,12548
2020-04-18,1,14870,12164
2020-04-18,2,14765,11946
2020-04-18,3,14708,11822
2020-04-18,4,14606,11857
2020-04-18,5,14660,12042
2020-04-18,6,15015,12379
2020-04-18,7,14926,12479
2020-04-18,8,14874,12395
2020-04-18,9,15073,12111
2020-04-18,10,15316,12013
2020-04-18,11,15315,12008
2020-04-18,12,15395,12044
2020-04-18,13,15325,11896
2020-04-18,14,15285,11791
2020-04-18,15,15450,11814
2020-04-18,16,15648,12022
2020-04-18,17,16367,12657
2020-04-18,18,16552,13048
2020-04-18,19,16742,13331
2020-04-18,20,17142,13752
2020-04-18,21,17130,13449
2020-04-18,22,16785,12861
2020-04-18,23,15776,12117
2020-04-18,24,15256,11492
2020-04-19,1,14590,11086
2020-04-19,2,14353,10809
2020-04-19,3,14083,10659
2020-04-19,4,14193,10682
2020-04-19,5,14339,10797
2020-04-19,6,14595,11033
2020-04-19,7,14755,11241
2020-04-19,8,15147,11581
2020-04-19,9,15753,12059
2020-04-19,10,16322,12531
2020-04-19,11,16613,13402
2020-04-19,12,16324,13454
2020-04-19,13,15685,12976
2020-04-19,14,15288,12733
2020-04-19,15,15858,12700
2020-04-19,16,16303,13215
2020-04-19,17,16769,13727
2020-04-19,18,16756,13613
2020-04-19,19,16438,13599
2020-04-19,20,16910,13942
2020-04-19,21,16920,13710
2020-04-19,22,16440,13208
2020-04-19,23,15923,12790
2020-04-19,24,15653,12357
2020-04-20,1,14710,12086
2020-04-20,2,14336,11927
2020-04-20,3,14362,11951
2020-04-20,4,14450,12098
2020-04-20,5,14804,12495
2020-04-20,6,15322,13012
2020-04-20,7,15593,13428
2020-04-20,8,15922,13485
2020-04-20,9,16109,13139
2020-04-20,10,16340,13069
2020-04-20,11,16222,13192
2020-04-20,12,16255,13171
2020-04-20,13,16041,13004
2020-04-20,14,15733,12695
2020-04-20,15,15874,12611
2020-04-20,16,15992,12877
2020-04-20,17,16852,13673
2020-04-20,18,17321,13979
2020-04-20,19,17573,14256
2020-04-20,20,17768,14536
2020-04-20,21,17251,13990
2020-04-20,22,16292,13287
2020-04-20,23,15439,12468
2020-04-20,24,14793,11755
2020-04-21,1,14353,11389
2020-04-21,2,14160,11254
2020-04-21,3,14065,11135
2020-04-21,4,14303,11230
2020-04-21,5,14629,11569
2020-04-21,6,15492,12437
2020-04-21,7,16066,13129
2020-04-21,8,16970,13651
2020-04-21,9,16639,13626
2020-04-21,10,16553,13622
2020-04-21,11,16395,13712
2020-04-21,12,16582,13775
2020-04-21,13,16715,13674
2020-04-21,14,16425,13647
2020-04-21,15,16246,13626
2020-04-21,16,16653,14105
2020-04-21,17,17550,14740
2020-04-21,18,17548,14772
2020-04-21,19,17584,14991
2020-04-21,20,18063,15211
2020-04-21,21,17949,15008
2020-04-21,22,17770,14308
2020-04-21,23,17224,13489
2020-04-21,24,16712,12954
2020-04-22,1,16422,12517
2020-04-22,2,16324,12247
2020-04-22,3,16063,12187
2020-04-22,4,15567,12313
2020-04-22,5,15552,12737
2020-04-22,6,16144,13414
2020-04-22,7,16427,13907
2020-04-22,8,16636,14058
2020-04-22,9,16376,13664
2020-04-22,10,15991,13476
2020-04-22,11,16382,13554
2020-04-22,12,16408,13674
2020-04-22,13,16284,13580
2020-04-22,14,16244,13432
2020-04-22,15,16063,13241
2020-04-22,16,16219,13583
2020-04-22,17,16362,14121
2020-04-22,18,16145,14460
2020-04-22,19,16105,14744
2020-04-22,20,16656,15099
2020-04-22,21,16858,14989
2020-04-22,22,16385,14219
2020-04-22,23,15578,13347
2020-04-22,24,14863,12704
2020-04-23,1,14907,12501
2020-04-23,2,14522,12301
2020-04-23,3,14702,12182
2020-04-23,4,14851,12272
2020-04-23,5,15362,12544
2020-04-23,6,15944,13148
2020-04-23,7,16332,13664
2020-04-23,8,16521,13843
2020-04-23,9,16422,13724
2020-04-23,10,16496,13638
2020-04-23,11,16284,13596
2020-04-23,12,16758,13885
2020-04-23,13,16514,13730
2020-04-23,14,16222,13247
2020-04-23,15,15785,13097
2020-04-23,16,15978,13538
2020-04-23,17,16625,14358
2020-04-23,18,17147,14712
2020-04-23,19,17391,14903
2020-04-23,20,17467,15098
2020-04-23,21,16605,14581
2020-04-23,22,16159,13673
2020-04-23,23,15697,12866
2020-04-23,24,15009,12211
2020-04-24,1,14901,11886
2020-04-24,2,14805,11755
2020-04-24,3,14796,11753
2020-04-24,4,14541,11745
2020-04-24,5,15075,12020
2020-04-24,6,15583,12801
2020-04-24,7,16308,13399
2020-04-24,8,16651,13919
2020-04-24,9,16999,14171
2020-04-24,10,17073,14159
2020-04-24,11,16565,13914
2020-04-24,12,16468,13838
2020-04-24,13,16583,13659
2020-04-24,14,16605,13547
2020-04-24,15,16662,13432
2020-04-24,16,16668,13777
2020-04-24,17,16860,14186
2020-04-24,18,16397,14310
2020-04-24,19,16442,14377
2020-04-24,20,16131,14488
2020-04-24,21,16382,14231
2020-04-24,22,15813,13481
2020-04-24,23,15246,12725
2020-04-24,24,14548,12081
2020-04-25,1,14071,11760
2020-04-25,2,13799,11436
2020-04-25,3,13978,11364
2020-04-25,4,14039,11458
2020-04-25,5,13902,11576
2020-04-25,6,14109,11742
2020-04-25,7,14196,11906
2020-04-25,8,14232,11804
2020-04-25,9,14023,11456
2020-04-25,10,14137,11342
2020-04-25,11,13979,11336
2020-04-25,12,14105,11371
2020-04-25,13,13898,11231
2020-04-25,14,14085,11071
2020-04-25,15,13974,11045
2020-04-25,16,13970,11479
2020-04-25,17,14899,12203
2020-04-25,18,15460,12817
2020-04-25,19,15679,13059
2020-04-25,20,15691,13414
2020-04-25,21,15632,13113
2020-04-25,22,15632,12462
2020-04-25,23,14561,11670
2020-04-25,24,14283,11051
2020-04-26,1,13658,10688
2020-04-26,2,13886,10446
2020-04-26,3,13878,10379
2020-04-26,4,13924,10415
2020-04-26,5,14060,10464
2020-04-26,6,14206,10587
2020-04-26,7,14323,10939
2020-04-26,8,15123,11424
2020-04-26,9,15162,11836
2020-04-26,10,14677,11986
2020-04-26,11,15035,12195
2020-04-26,12,15536,12338
2020-04-26,13,15723,12223
2020-04-26,14,15925,12150
2020-04-26,15,15819,12207
2020-04-26,16,16224,12611
2020-04-26,17,16665,13244
2020-04-26,18,16969,13399
2020-04-26,19,16850,13566
2020-04-26,20,16629,13801
2020-04-26,21,16366,13568
2020-04-26,22,15654,12916
2020-04-26,23,15051,12245
2020-04-26,24,14216,11701
2020-04-27,1,13886,11297
2020-04-27,2,13918,11163
2020-04-27,3,13774,11112
2020-04-27,4,13779,11254
2020-04-27,5,13818,11545
2020-04-27,6,14071,12167
2020-04-27,7,14968,12776
2020-04-27,8,14997,13070
2020-04-27,9,14808,12802
2020-04-27,10,15081,12572
2020-04-27,11,14772,12451
2020-04-27,12,14709,12391
2020-04-27,13,14950,12354
2020-04-27,14,14981,12213
2020-04-27,15,15351,12276
2020-04-27,16,15287,12667
2020-04-27,17,15452,13173
2020-04-27,18,15911,13400
2020-04-27,19,16067,13665
2020-04-27,20,16234,13973
2020-04-27,21,15955,13776
2020-04-27,22,15747,13142
2020-04-27,23,15228,12343
2020-04-27,24,14475,11433
2020-04-28,1,13722,11111
2020-04-28,2,14167,10863
2020-04-28,3,14754,10833
2020-04-28,4,14795,10832
2020-04-28,5,14949,11225
2020-04-28,6,15040,11987
2020-04-28,7,15713,12770
2020-04-28,8,16129,13197
2020-04-28,9,15830,13218
2020-04-28,10,15983,13401
2020-04-28,11,15881,13512
2020-04-28,12,15904,13658
2020-04-28,13,15312,13041
2020-04-28,14,15138,12711
2020-04-28,15,15287,12745
2020-04-28,16,15607,13079
2020-04-28,17,15793,13573
2020-04-28,18,16193,13659
2020-04-28,19,16253,13673
2020-04-28,20,16295,13873
2020-04-28,21,16299,13535
2020-04-28,22,15825,12670
2020-04-28,23,15718,11908
2020-04-28,24,15340,11291
2020-04-29,1,15248,11016
2020-04-29,2,14988,10733
2020-04-29,3,14824,10629
2020-04-29,4,14734,10737
2020-04-29,5,15129,11060
2020-04-29,6,15309,11632
2020-04-29,7,16024,12290
2020-04-29,8,15645,12918
2020-04-29,9,15583,13167
2020-04-29,10,15879,13451
2020-04-29,11,16089,13602
2020-04-29,12,16350,13769
2020-04-29,13,16470,13653
2020-04-29,14,16765,13676
2020-04-29,15,16805,13612
2020-04-29,16,17232,13912
2020-04-29,17,18253,14634
2020-04-29,18,17864,14235
2020-04-29,19,17349,14029
2020-04-29,20,17287,14093
2020-04-29,21,16713,13642
2020-04-29,22,16433,12869
2020-04-29,23,15727,12140
2020-04-29,24,15239,11591
2020-04-30,1,14280,11071
2020-04-30,2,14019,10866
2020-04-30,3,14165,10849
2020-04-30,4,14262,10838
2020-04-30,5,14788,11054
2020-04-30,6,15092,11706
2020-04-30,7,16009,12592
2020-04-30,8,16175,13411
2020-04-30,9,16469,13839
2020-04-30,10,16383,14240
2020-04-30,11,16899,14478
2020-04-30,12,16749,14565
2020-04-30,13,16266,14160
2020-04-30,14,15705,13854
2020-04-30,15,16025,13757
2020-04-30,16,16155,13874
2020-04-30,17,16265,14094
2020-04-30,18,16433,14031
2020-04-30,19,16210,13991
2020-04-30,20,15988,14121
2020-04-30,21,15992,13846
2020-04-30,22,15111,13001
2020-04-30,23,14402,12106
2020-04-30,24,14110,11404
2020-05-01,1,14117,11017
2020-05-01,2,14190,10664
2020-05-01,3,14240,10554
2020-05-01,4,14458,10701
2020-05-01,5,14447,10930
2020-05-01,6,14370,11511
2020-05-01,7,14930,12164
2020-05-01,8,15456,12670
2020-05-01,9,15544,12925
2020-05-01,10,15927,12976
2020-05-01,11,15582,12802
2020-05-01,12,15112,12726
2020-05-01,13,15402,12419
2020-05-01,14,15468,12065
2020-05-01,15,14977,11679
2020-05-01,16,15210,11775
2020-05-01,17,15791,12414
2020-05-01,18,15868,12877
2020-05-01,19,15583,13246
2020-05-01,20,15913,13588
2020-05-01,21,15624,13417
2020-05-01,22,15725,12885
2020-05-01,23,15308,12128
2020-05-01,24,14804,11498
2020-05-02,1,13985,10904
2020-05-02,2,13997,10650
2020-05-02,3,13853,10502
2020-05-02,4,14089,10460
2020-05-02,5,14068,10528
2020-05-02,6,14214,10638
2020-05-02,7,14459,10843
2020-05-02,8,14510,10966
2020-05-02,9,14430,11085
2020-05-02,10,14753,11278
2020-05-02,11,15332,11610
2020-05-02,12,15647,11837
2020-05-02,13,15037,11472
2020-05-02,14,15069,11593
2020-05-02,15,15771,11939
2020-05-02,16,16371,12507
2020-05-02,17,16900,13174
2020-05-02,18,16840,13325
2020-05-02,19,16450,13282
2020-05-02,20,16441,13282
2020-05-02,21,16010,12724
2020-05-02,22,15512,12034
2020-05-02,23,14887,11374
2020-05-02,24,14686,10946
2020-05-03,1,14531,10654
2020-05-03,2,14127,10405
2020-05-03,3,14093,10402
2020-05-03,4,13963,10396
2020-05-03,5,13311,10364
2020-05-03,6,13534,10329
2020-05-03,7,13268,10421
2020-05-03,8,14018,10606
2020-05-03,9,14193,10643
2020-05-03,10,14467,10799
2020-05-03,11,14711,10985
2020-05-03,12,14957,10947
2020-05-03,13,14726,10776
2020-05-03,14,14530,10683
2020-05-03,15,14612,10751
2020-05-03,16,14792,11184
2020-05-03,17,15456,12212
2020-05-03,18,15712,12670
2020-05-03,19,15826,12765
2020-05-03,20,15621,12908
2020-05-03,21,15337,12809
2020-05-03,22,15159,12189
2020-05-03,23,14726,11340
2020-05-03,24,14470,10681
2020-05-04,1,14098,10467
2020-05-04,2,14256,10389
2020-05-04,3,14199,10459
2020-05-04,4,13961,10512
2020-05-04,5,14020,10750
2020-05-04,6,15043,11314
2020-05-04,7,15946,12215
2020-05-04,8,16616,12882
2020-05-04,9,16946,13175
2020-05-04,10,16937,13253
2020-05-04,11,16299,13304
2020-05-04,12,16232,13302
2020-05-04,13,15726,12633
2020-05-04,14,16020,12464
2020-05-04,15,16145,12249
2020-05-04,16,16233,12510
2020-05-04,17,16392,13244
2020-05-04,18,15883,13376
2020-05-04,19,16193,13844
2020-05-04,20,16495,14187
2020-05-04,21,16403,14171
2020-05-04,22,15424,13265
2020-05-04,23,14905,12577
2020-05-04,24,14400,11894
2020-05-05,1,14250,11631
2020-05-05,2,14483,11437
2020-05-05,3,14645,11415
2020-05-05,4,14752,11532
2020-05-05,5,14672,11927
2020-05-05,6,15036,12496
2020-05-05,7,15466,13164
2020-05-05,8,15742,13222
2020-05-05,9,15706,13097
2020-05-05,10,15271,12926
2020-05-05,11,15234,12884
2020-05-05,12,15167,12918
2020-05-05,13,15344,12801
2020-05-05,14,15592,12545
2020-05-05,15,15579,12509
2020-05-05,16,15725,12844
2020-05-05,17,15822,13436
2020-05-05,18,15734,13586
2020-05-05,19,16159,13882
2020-05-05,20,16494,14289
2020-05-05,21,16120,14002
2020-05-05,22,15752,13358
2020-05-05,23,15015,12509
2020-05-05,24,14852,11928
2020-05-06,1,14645,11560
2020-05-06,2,14651,11354
2020-05-06,3,14604,11281
2020-05-06,4,14638,11354
2020-05-06,5,14957,11657
2020-05-06,6,14786,12229
2020-05-06,7,15552,12855
2020-05-06,8,16008,13347
2020-05-06,9,15817,13073
2020-05-06,10,15419,12676
2020-05-06,11,15165,12577
2020-05-06,12,15613,12525
2020-05-06,13,15678,12364
2020-05-06,14,15739,12153
2020-05-06,15,15611,12035
2020-05-06,16,15766,12367
2020-05-06,17,16371,13043
2020-05-06,18,16316,13321
2020-05-06,19,15860,13639
2020-05-06,20,16058,14011
2020-05-06,21,16210,13945
2020-05-06,22,15786,13272
2020-05-06,23,15435,12503
2020-05-06,24,14831,11951
2020-05-07,1,14432,11576
2020-05-07,2,14190,11348
2020-05-07,3,14261,11214
2020-05-07,4,14491,11247
2020-05-07,5,14627,11515
2020-05-07,6,14867,12086
2020-05-07,7,15982,12804
2020-05-07,8,16346,13009
2020-05-07,9,16491,12877
2020-05-07,10,15807,12517
2020-05-07,11,16363,12694
2020-05-07,12,16644,12825
2020-05-07,13,17002,12963
2020-05-07,14,16762,12922
2020-05-07,15,16904,12873
2020-05-07,16,17040,13034
2020-05-07,17,17291,13590
2020-05-07,18,17309,13712
2020-05-07,19,16811,13958
2020-05-07,20,17057,14304
2020-05-07,21,16583,14117
2020-05-07,22,16131,13328
2020-05-07,23,15674,12680
2020-05-07,24,14961,12037
2020-05-08,1,14962,11773
2020-05-08,2,14838,11437
2020-05-08,3,14503,11468
2020-05-08,4,14475,11623
2020-05-08,5,14733,11999
2020-05-08,6,15043,12314
2020-05-08,7,15338,12933
2020-05-08,8,16016,13441
2020-05-08,9,16136,13414
2020-05-08,10,16612,13460
2020-05-08,11,16280,13513
2020-05-08,12,16601,13650
2020-05-08,13,16833,13628
2020-05-08,14,16025,13098
2020-05-08,15,16006,12982
2020-05-08,16,16381,13261
2020-05-08,17,16877,13729
2020-05-08,18,16857,13930
2020-05-08,19,17212,14169
2020-05-08,20,17483,14587
2020-05-08,21,17619,14589
2020-05-08,22,17247,14186
2020-05-08,23,16236,13369
2020-05-08,24,15929,12697
2020-05-09,1,15371,12154
2020-05-09,2,14999,11847
2020-05-09,3,14913,11793
2020-05-09,4,15435,11868
2020-05-09,5,15322,11989
2020-05-09,6,15082,12166
2020-05-09,7,15342,12422
2020-05-09,8,15577,12512
2020-05-09,9,16156,12590
2020-05-09,10,16000,12800
2020-05-09,11,16098,13083
2020-05-09,12,16320,13169
2020-05-09,13,15983,12946
2020-05-09,14,15966,12801
2020-05-09,15,15900,12724
2020-05-09,16,16252,13130
2020-05-09,17,16770,13763
2020-05-09,18,16804,13958
2020-05-09,19,16673,14044
2020-05-09,20,16570,14206
2020-05-09,21,16505,13997
2020-05-09,22,15898,13458
2020-05-09,23,15436,12854
2020-05-09,24,14874,12044
2020-05-10,1,14383,11572
2020-05-10,2,13852,11253
2020-05-10,3,13851,11140
2020-05-10,4,13925,11214
2020-05-10,5,14199,11225
2020-05-10,6,14138,11338
2020-05-10,7,14334,11589
2020-05-10,8,15106,12002
2020-05-10,9,15299,12242
2020-05-10,10,14978,12422
2020-05-10,11,15091,12534
2020-05-10,12,15326,12547
2020-05-10,13,15356,12438
2020-05-10,14,15401,12455
2020-05-10,15,15451,12536
2020-05-10,16,15420,12838
2020-05-10,17,16305,13544
2020-05-10,18,16434,13812
2020-05-10,19,16382,13978
2020-05-10,20,16716,14245
2020-05-10,21,16010,13685
2020-05-10,22,15448,13012
2020-05-10,23,14837,12319
2020-05-10,24,14336,11653
2020-05-11,1,14222,11364
2020-05-11,2,14184,11189
2020-05-11,3,14501,11286
2020-05-11,4,14809,11527
2020-05-11,5,14695,11931
2020-05-11,6,15260,12617
2020-05-11,7,16192,13505
2020-05-11,8,16790,14201
2020-05-11,9,16875,14348
2020-05-11,10,16866,14336
2020-05-11,11,16673,14240
2020-05-11,12,16789,14360
2020-05-11,13,16812,14208
2020-05-11,14,16730,13919
2020-05-11,15,16638,13629
2020-05-11,16,16779,13879
2020-05-11,17,17098,14407
2020-05-11,18,16989,14447
2020-05-11,19,17056,14496
2020-05-11,20,16941,14567
2020-05-11,21,16883,14577
2020-05-11,22,16321,13857
2020-05-11,23,15811,13048
2020-05-11,24,15219,12370
2020-05-12,1,15121,12162
2020-05-12,2,14801,12027
2020-05-12,3,14478,11910
2020-05-12,4,14404,12020
2020-05-12,5,14873,12408
2020-05-12,6,15439,12941
2020-05-12,7,15900,13574
2020-05-12,8,16167,13718
2020-05-12,9,15896,13418
2020-05-12,10,15361,13099
2020-05-12,11,15731,13151
2020-05-12,12,16319,13448
2020-05-12,13,16589,13482
2020-05-12,14,16155,13420
2020-05-12,15,15926,13249
2020-05-12,16,16258,13354
2020-05-12,17,16496,13757
2020-05-12,18,16824,13936
2020-05-12,19,16614,14110
2020-05-12,20,17140,14474
2020-05-12,21,16632,14504
2020-05-12,22,16153,13954
2020-05-12,23,15358,13095
2020-05-12,24,14989,12564
