\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2020-05-13 08:02:11,,,,,,,,
\\For 2020,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2020-03-13,24,1.65,2.00,2.00,0.00,0.20,0.15,0.15
2020-03-14,1,5.22,1.00,1.00,0.50,1.00,0.14,0.14
2020-03-14,2,1.65,2.00,2.00,0.50,1.00,0.15,0.15
2020-03-14,3,4.79,0.50,0.50,0.00,1.00,0.16,0.16
2020-03-14,4,5.57,4.93,2.00,1.00,1.00,0.16,0.16
2020-03-14,5,12.36,6.21,10.08,7.00,1.00,0.16,0.16
2020-03-14,6,12.06,15.26,13.36,13.35,1.00,0.17,0.17
2020-03-14,7,16.15,17.75,17.75,17.75,1.19,0.20,0.20
2020-03-14,8,16.65,17.75,15.86,15.89,1.22,0.20,0.20
2020-03-14,9,18.57,17.88,17.75,17.75,1.17,0.20,0.20
2020-03-14,10,18.17,18.00,17.01,17.76,1.31,0.20,0.20
2020-03-14,11,19.52,17.01,17.01,17.01,1.29,0.20,0.20
2020-03-14,12,18.76,17.01,17.01,17.01,1.27,0.20,0.20
2020-03-14,13,17.28,17.01,17.00,19.66,1.31,0.20,0.20
2020-03-14,14,15.02,18.49,17.01,19.58,1.30,0.19,0.19
2020-03-14,15,14.92,17.01,17.01,19.84,1.25,0.20,0.20
2020-03-14,16,17.32,17.00,17.01,19.83,1.15,0.20,0.20
2020-03-14,17,21.02,20.77,20.77,20.77,0.89,0.89,0.89
2020-03-14,18,19.26,20.77,20.77,20.77,0.47,0.45,0.45
2020-03-14,19,19.18,20.77,20.77,20.77,1.30,1.30,0.46
2020-03-14,20,13.36,20.77,20.77,20.77,28.63,28.63,4.39
2020-03-14,21,16.32,18.00,18.00,18.51,1.61,1.61,0.81
2020-03-14,22,19.14,18.00,18.00,18.00,0.79,0.20,0.20
2020-03-14,23,16.68,18.00,18.00,18.00,1.29,0.20,0.20
2020-03-14,24,16.27,18.00,18.00,18.55,1.03,0.20,0.20
2020-03-15,1,13.34,17.75,17.75,16.46,1.24,0.14,0.14
2020-03-15,2,13.34,16.43,16.43,16.43,1.24,0.15,0.15
2020-03-15,3,13.33,16.43,16.43,14.40,1.25,0.15,0.15
2020-03-15,4,13.36,17.75,17.75,16.56,1.24,0.15,0.15
2020-03-15,5,13.34,17.75,17.75,16.43,1.23,0.15,0.15
2020-03-15,6,13.60,17.75,18.00,20.81,1.24,0.15,0.15
2020-03-15,7,13.34,18.00,18.00,21.77,1.31,0.17,0.17
2020-03-15,8,17.37,17.75,17.75,18.60,1.31,0.20,0.20
2020-03-15,9,13.34,17.75,17.75,16.43,4.75,0.20,0.20
2020-03-15,10,13.33,16.43,16.43,17.00,4.58,0.20,0.20
2020-03-15,11,13.36,13.34,13.39,16.43,1.31,0.20,0.20
2020-03-15,12,14.82,13.35,13.34,15.93,1.31,0.20,0.20
2020-03-15,13,11.61,13.34,13.34,15.50,1.31,0.20,0.20
2020-03-15,14,13.36,13.34,13.35,13.37,1.32,0.20,0.20
2020-03-15,15,10.89,13.35,13.33,13.47,1.31,0.39,0.39
2020-03-15,16,11.49,17.00,17.00,19.20,1.32,0.22,0.22
2020-03-15,17,11.83,18.00,18.00,20.48,1.31,0.45,0.45
2020-03-15,18,12.49,19.57,19.57,21.20,21.80,21.52,4.75
2020-03-15,19,22.47,20.89,20.93,20.89,30.10,30.10,1.92
2020-03-15,20,21.92,21.77,21.77,21.77,33.90,30.10,1.24
2020-03-15,21,18.54,20.25,19.97,20.89,1.78,1.78,1.30
2020-03-15,22,15.60,18.25,18.00,18.25,1.31,0.20,0.20
2020-03-15,23,17.00,16.43,17.75,20.00,1.32,0.20,0.20
2020-03-15,24,20.40,17.75,17.75,18.00,1.22,0.16,0.16
2020-03-16,1,14.58,18.00,18.00,17.75,1.32,0.15,0.15
2020-03-16,2,13.36,18.00,17.75,17.75,1.23,0.17,0.17
2020-03-16,3,12.75,17.75,17.75,17.75,1.22,0.17,0.17
2020-03-16,4,11.01,17.75,17.75,16.52,1.22,0.17,0.17
2020-03-16,5,10.87,24.00,25.15,21.77,1.21,0.17,0.17
2020-03-16,6,16.44,29.66,29.31,22.94,1.22,0.20,0.20
2020-03-16,7,20.08,37.17,37.17,29.32,1.30,0.20,0.20
2020-03-16,8,19.76,30.15,30.17,23.43,15.83,1.59,1.59
2020-03-16,9,20.89,22.37,29.05,22.71,38.38,4.46,2.18
2020-03-16,10,20.92,20.97,26.49,21.77,11.85,0.45,0.45
2020-03-16,11,33.82,21.77,21.77,21.77,13.10,11.81,11.79
2020-03-16,12,21.15,22.27,22.27,21.77,1.30,0.45,0.45
2020-03-16,13,20.41,20.60,21.77,21.77,1.27,0.45,0.45
2020-03-16,14,20.28,21.77,21.77,21.77,1.25,0.20,0.20
2020-03-16,15,17.98,18.00,18.46,21.77,0.32,0.22,0.22
2020-03-16,16,18.52,18.32,18.60,21.77,1.07,0.20,0.20
2020-03-16,17,35.61,20.65,20.65,21.77,15.28,10.33,7.35
2020-03-16,18,30.17,21.77,21.77,21.77,18.06,18.06,5.95
2020-03-16,19,18.17,21.77,21.77,21.77,27.01,27.01,0.45
2020-03-16,20,18.39,21.77,21.77,21.77,29.33,29.33,0.63
2020-03-16,21,19.24,21.77,21.62,21.62,2.47,0.70,0.70
2020-03-16,22,17.55,17.39,17.40,18.00,3.65,0.36,0.36
2020-03-16,23,18.48,17.53,17.54,18.00,0.90,0.20,0.20
2020-03-16,24,17.69,16.58,13.39,13.38,1.08,0.20,0.20
2020-03-17,1,13.62,16.07,16.07,13.39,1.24,0.16,0.16
2020-03-17,2,7.45,13.32,12.50,10.26,1.25,0.20,0.20
2020-03-17,3,3.45,13.00,13.30,5.85,1.24,0.17,0.17
2020-03-17,4,2.50,13.32,9.22,11.33,1.25,0.17,0.17
2020-03-17,5,7.75,18.00,18.00,13.39,1.32,0.17,0.17
2020-03-17,6,5.49,18.00,18.00,16.64,1.16,0.20,0.20
2020-03-17,7,19.28,21.77,21.77,21.77,0.37,0.20,0.20
2020-03-17,8,17.36,18.01,18.75,19.93,1.31,1.31,0.97
2020-03-17,9,18.64,18.01,18.01,18.01,1.31,1.31,0.46
2020-03-17,10,18.42,18.00,18.00,18.84,1.36,1.36,0.72
2020-03-17,11,21.77,18.91,18.98,18.90,0.92,0.54,0.45
2020-03-17,12,19.45,20.02,19.06,18.44,1.31,0.45,0.45
2020-03-17,13,18.57,20.10,19.95,18.76,1.27,0.39,0.39
2020-03-17,14,14.78,20.32,20.02,18.76,1.36,0.20,0.20
2020-03-17,15,14.01,19.98,20.10,18.56,1.30,0.45,0.42
2020-03-17,16,15.77,18.57,19.85,20.02,1.08,0.45,0.45
2020-03-17,17,19.44,20.04,20.06,20.09,0.60,0.45,0.45
2020-03-17,18,14.64,19.95,19.53,20.01,12.33,12.33,6.59
2020-03-17,19,16.11,18.00,18.00,21.77,23.44,23.44,7.55
2020-03-17,20,21.86,21.77,21.77,22.00,15.74,15.74,15.74
2020-03-17,21,17.78,18.00,18.00,20.13,1.59,1.59,1.59
2020-03-17,22,18.15,17.79,17.83,18.00,0.73,0.71,0.71
2020-03-17,23,66.08,17.87,17.87,17.71,11.89,11.65,11.06
2020-03-17,24,27.12,17.87,17.49,16.83,1.14,0.24,0.24
2020-03-18,1,28.60,16.07,17.29,16.31,1.08,0.20,0.20
2020-03-18,2,18.86,13.39,13.35,16.04,1.09,0.20,0.20
2020-03-18,3,16.39,16.04,14.00,14.96,1.02,0.20,0.20
2020-03-18,4,2.92,11.35,10.80,13.34,0.99,0.20,0.20
2020-03-18,5,7.03,18.02,18.02,20.21,0.82,0.45,0.45
2020-03-18,6,20.04,20.86,20.86,20.86,1.09,0.30,0.30
2020-03-18,7,20.20,20.86,20.86,20.86,1.09,0.23,0.23
2020-03-18,8,20.17,20.86,20.86,20.86,1.27,1.27,0.27
2020-03-18,9,14.03,18.00,19.59,20.27,4.46,4.46,4.46
2020-03-18,10,19.74,19.60,20.18,20.18,1.28,1.28,1.17
2020-03-18,11,20.19,18.00,18.00,20.20,1.28,1.28,1.28
2020-03-18,12,26.02,20.20,20.19,20.19,6.82,6.82,6.81
2020-03-18,13,32.94,20.86,20.23,20.24,4.63,4.48,4.48
2020-03-18,14,32.30,20.86,20.86,20.86,11.02,11.02,11.02
2020-03-18,15,27.08,20.86,20.86,20.86,6.11,6.11,6.11
2020-03-18,16,18.56,19.35,19.35,19.47,1.27,1.27,1.27
2020-03-18,17,18.94,19.30,19.28,20.86,1.33,1.33,1.33
2020-03-18,18,18.28,19.13,18.29,20.86,2.94,2.94,2.94
2020-03-18,19,17.36,20.86,20.86,20.86,4.96,4.96,4.96
2020-03-18,20,13.45,20.86,20.86,20.86,21.94,21.94,17.95
2020-03-18,21,15.52,18.00,18.00,20.86,4.50,4.50,4.50
2020-03-18,22,16.21,18.18,19.13,19.26,0.87,0.20,0.20
2020-03-18,23,15.59,17.92,17.93,18.13,0.48,0.17,0.17
2020-03-18,24,13.35,15.00,15.90,17.75,0.38,0.16,0.16
2020-03-19,1,13.35,13.36,13.38,13.36,0.83,0.16,0.16
2020-03-19,2,13.33,13.35,13.34,13.34,1.09,0.15,0.15
2020-03-19,3,17.35,15.55,15.46,13.35,0.38,0.17,0.17
2020-03-19,4,13.76,15.47,14.50,13.37,0.38,0.17,0.17
2020-03-19,5,13.68,19.05,19.05,20.38,0.38,0.20,0.20
2020-03-19,6,18.33,19.86,19.87,20.40,0.41,0.20,0.20
2020-03-19,7,19.70,20.34,20.34,20.34,0.37,0.20,0.20
2020-03-19,8,18.30,19.13,19.37,20.34,0.45,0.45,0.45
2020-03-19,9,17.95,19.03,19.03,19.65,1.01,1.01,1.01
2020-03-19,10,19.09,18.85,19.03,19.03,0.93,0.93,0.93
2020-03-19,11,19.05,19.03,18.85,19.05,0.45,0.45,0.45
2020-03-19,12,24.28,19.07,19.04,19.10,9.10,9.10,9.10
2020-03-19,13,22.68,20.28,19.10,19.65,3.81,3.81,3.81
2020-03-19,14,23.34,20.50,20.50,21.10,4.52,4.52,4.52
2020-03-19,15,16.20,16.63,16.62,19.65,3.54,3.54,3.54
2020-03-19,16,17.04,16.24,16.23,18.73,1.34,1.34,1.34
2020-03-19,17,14.82,14.57,13.39,15.42,4.89,4.89,4.89
2020-03-19,18,11.20,13.38,13.34,14.15,7.99,7.99,7.99
2020-03-19,19,7.68,18.00,14.75,15.07,9.62,9.62,9.62
2020-03-19,20,1.40,15.05,15.73,17.83,12.51,12.51,12.51
2020-03-19,21,2.77,18.00,18.00,16.47,4.62,4.62,4.62
2020-03-19,22,6.51,13.33,14.57,14.31,1.09,0.44,0.44
2020-03-19,23,2.57,6.47,11.21,4.91,1.09,0.20,0.20
2020-03-19,24,0.41,0.00,5.21,0.00,1.09,0.20,0.20
2020-03-20,1,0.00,0.00,0.00,0.00,1.03,0.16,0.16
2020-03-20,2,0.00,0.00,0.00,0.00,1.09,0.14,0.14
2020-03-20,3,0.00,0.00,0.00,0.00,1.09,0.14,0.14
2020-03-20,4,0.00,0.00,0.00,0.00,1.09,0.14,0.14
2020-03-20,5,0.00,5.21,5.21,0.00,1.03,0.17,0.17
2020-03-20,6,0.00,13.38,13.37,11.21,1.03,0.17,0.17
2020-03-20,7,6.90,13.38,14.11,13.31,0.93,0.39,0.39
2020-03-20,8,5.82,13.33,13.38,15.21,1.35,1.35,1.35
2020-03-20,9,7.65,6.35,6.67,14.53,1.40,1.40,1.40
2020-03-20,10,3.00,13.31,6.59,11.34,1.40,1.40,1.40
2020-03-20,11,0.00,13.31,11.63,6.47,1.57,1.57,1.57
2020-03-20,12,1.81,7.99,13.32,13.32,1.26,1.26,1.26
2020-03-20,13,0.00,10.80,13.32,13.31,1.37,0.45,0.45
2020-03-20,14,0.00,11.15,13.31,13.31,1.37,0.45,0.45
2020-03-20,15,0.00,6.18,11.98,11.42,1.39,0.45,0.45
2020-03-20,16,2.33,6.47,13.32,8.13,1.53,0.45,0.45
2020-03-20,17,5.06,5.01,5.72,5.88,1.36,1.36,1.36
2020-03-20,18,4.10,5.33,5.72,4.96,13.54,13.54,13.54
2020-03-20,19,6.86,13.32,6.08,6.18,21.60,21.60,21.60
2020-03-20,20,5.85,13.33,13.33,13.22,21.60,21.60,21.60
2020-03-20,21,7.79,14.39,14.06,12.43,4.75,4.75,4.75
2020-03-20,22,9.12,19.77,19.77,14.51,1.28,0.41,0.41
2020-03-20,23,11.01,14.06,15.17,13.37,1.09,0.20,0.20
2020-03-20,24,6.31,13.32,13.34,13.31,0.81,0.16,0.16
2020-03-21,1,7.50,5.85,13.33,13.30,1.01,0.15,0.15
2020-03-21,2,12.18,13.32,13.31,4.96,1.15,0.15,0.15
2020-03-21,3,14.06,13.37,13.38,0.00,1.03,0.15,0.15
2020-03-21,4,1.34,4.96,4.96,5.00,1.00,0.16,0.16
2020-03-21,5,3.46,17.00,16.00,13.34,1.23,0.16,0.16
2020-03-21,6,12.26,19.57,19.57,17.59,0.39,0.20,0.20
2020-03-21,7,16.46,19.12,19.57,19.15,0.37,0.20,0.20
2020-03-21,8,14.39,17.55,17.71,17.58,0.38,0.20,0.20
2020-03-21,9,16.99,18.62,18.21,17.90,1.00,0.39,0.39
2020-03-21,10,16.27,18.61,18.68,18.14,1.06,0.39,0.39
2020-03-21,11,17.93,17.55,18.63,18.74,0.87,0.20,0.20
2020-03-21,12,18.12,15.14,13.42,18.17,0.35,0.20,0.20
2020-03-21,13,17.15,17.25,16.09,14.82,1.25,0.20,0.20
2020-03-21,14,13.34,14.51,13.35,14.84,1.28,0.20,0.20
2020-03-21,15,7.83,13.32,13.34,13.34,1.29,0.20,0.20
2020-03-21,16,11.33,13.31,13.34,16.77,1.28,0.20,0.20
2020-03-21,17,18.88,16.09,15.14,18.16,1.28,0.30,0.30
2020-03-21,18,39.21,19.45,17.41,19.20,23.11,22.83,13.10
2020-03-21,19,38.98,19.57,19.57,19.57,30.04,30.04,18.19
2020-03-21,20,74.21,19.57,19.57,19.57,33.32,33.32,32.35
2020-03-21,21,40.30,19.57,19.57,19.57,13.27,10.33,10.30
2020-03-21,22,43.59,19.01,18.22,19.57,16.86,13.77,13.75
2020-03-21,23,16.50,17.01,17.01,17.58,0.40,0.40,0.40
2020-03-21,24,21.29,15.14,15.14,13.38,0.70,0.20,0.20
2020-03-22,1,17.30,19.00,19.00,13.39,1.00,0.20,0.20
2020-03-22,2,13.34,13.37,13.36,14.76,1.15,0.20,0.20
2020-03-22,3,13.36,13.37,13.35,13.38,1.03,0.19,0.19
2020-03-22,4,13.35,13.34,13.36,12.12,0.93,0.16,0.16
2020-03-22,5,13.36,15.00,14.96,15.47,1.00,0.17,0.17
2020-03-22,6,13.36,15.75,15.75,13.37,1.00,0.20,0.20
2020-03-22,7,10.96,19.74,19.74,14.96,1.00,0.20,0.20
2020-03-22,8,7.89,19.74,19.74,19.74,0.40,0.20,0.20
2020-03-22,9,10.34,13.39,14.79,13.36,1.25,0.20,0.20
2020-03-22,10,4.05,13.34,13.34,13.37,1.24,0.20,0.20
2020-03-22,11,6.40,13.32,13.33,13.31,1.24,0.20,0.20
2020-03-22,12,7.57,11.73,11.73,13.33,1.22,0.20,0.20
2020-03-22,13,6.99,12.00,13.32,8.00,1.24,0.17,0.17
2020-03-22,14,6.26,13.31,13.31,10.00,1.24,0.15,0.15
2020-03-22,15,10.50,13.36,13.34,12.00,1.22,0.15,0.15
2020-03-22,16,13.10,15.85,16.42,13.38,1.24,0.20,0.20
2020-03-22,17,14.38,15.26,14.79,14.76,1.24,0.20,0.20
2020-03-22,18,12.73,14.01,14.76,14.79,1.24,0.45,0.45
2020-03-22,19,16.35,16.94,14.79,16.95,6.08,0.63,0.63
2020-03-22,20,14.34,16.09,16.09,17.08,4.98,0.45,0.45
2020-03-22,21,9.73,15.12,15.12,17.46,1.35,0.20,0.20
2020-03-22,22,8.47,17.92,18.51,17.92,1.30,0.20,0.20
2020-03-22,23,13.84,15.11,18.53,17.82,1.23,0.20,0.20
2020-03-22,24,13.45,13.77,14.76,15.79,1.24,0.20,0.20
2020-03-23,1,18.03,14.00,14.00,13.37,1.02,0.20,0.20
2020-03-23,2,14.07,13.34,13.32,13.35,1.23,0.17,0.17
2020-03-23,3,15.27,14.76,14.64,13.34,1.23,0.16,0.16
2020-03-23,4,13.35,15.12,15.12,13.37,1.22,0.17,0.17
2020-03-23,5,11.14,19.74,19.74,19.74,1.09,0.20,0.20
2020-03-23,6,17.73,30.20,20.66,19.74,1.01,0.20,0.20
2020-03-23,7,17.02,20.20,20.20,19.18,0.44,0.26,0.26
2020-03-23,8,18.89,19.23,19.43,19.44,0.41,0.41,0.41
2020-03-23,9,19.03,18.22,18.72,19.13,0.78,0.38,0.38
2020-03-23,10,19.32,18.18,18.14,19.20,0.39,0.38,0.38
2020-03-23,11,19.40,19.12,17.93,18.22,0.37,0.20,0.20
2020-03-23,12,19.74,19.38,19.18,18.89,0.21,0.20,0.20
2020-03-23,13,20.00,19.74,19.44,19.22,0.20,0.20,0.20
2020-03-23,14,19.44,22.21,21.48,18.26,0.17,0.17,0.17
2020-03-23,15,18.24,21.16,21.16,19.22,0.17,0.17,0.17
2020-03-23,16,20.08,19.74,19.74,19.22,0.17,0.17,0.17
2020-03-23,17,19.23,17.23,17.21,19.12,0.15,0.15,0.15
2020-03-23,18,14.94,15.20,15.98,15.07,0.43,0.43,0.43
2020-03-23,19,16.16,19.15,17.83,17.62,0.32,0.32,0.32
2020-03-23,20,16.34,21.48,21.48,19.16,0.22,0.22,0.22
2020-03-23,21,14.29,14.79,15.98,15.98,0.20,0.20,0.20
2020-03-23,22,14.30,14.67,14.76,16.09,0.17,0.17,0.16
2020-03-23,23,11.62,13.36,13.34,14.88,0.20,0.20,0.20
2020-03-23,24,12.23,13.39,14.76,15.80,0.16,0.16,0.16
2020-03-24,1,15.47,19.74,19.74,19.74,0.16,0.16,0.16
2020-03-24,2,14.93,18.84,18.84,18.84,0.14,0.14,0.14
2020-03-24,3,18.84,18.85,18.93,18.92,0.14,0.14,0.14
2020-03-24,4,17.92,18.88,18.92,18.91,0.14,0.14,0.14
2020-03-24,5,17.96,19.74,19.74,19.74,0.15,0.15,0.15
2020-03-24,6,18.27,19.93,20.04,20.04,0.15,0.15,0.15
2020-03-24,7,18.48,19.74,19.74,19.93,0.20,0.20,0.20
2020-03-24,8,19.00,19.74,19.74,19.74,0.36,0.20,0.20
2020-03-24,9,18.89,19.74,19.74,19.93,0.37,0.20,0.20
2020-03-24,10,18.88,18.83,19.73,19.74,0.20,0.20,0.20
2020-03-24,11,19.12,18.84,18.83,19.73,0.20,0.20,0.20
2020-03-24,12,18.97,18.90,18.82,18.92,0.20,0.20,0.20
2020-03-24,13,17.16,18.82,18.01,18.83,0.20,0.20,0.20
2020-03-24,14,18.96,19.56,19.42,18.91,0.20,0.20,0.20
2020-03-24,15,17.17,19.74,19.74,19.74,0.20,0.20,0.20
2020-03-24,16,18.00,18.84,19.74,19.74,0.20,0.20,0.20
2020-03-24,17,19.17,19.42,19.42,19.74,0.20,0.20,0.20
2020-03-24,18,17.93,18.89,18.88,18.91,0.45,0.45,0.45
2020-03-24,19,17.72,18.87,18.86,19.74,0.39,0.39,0.39
2020-03-24,20,17.55,18.00,18.00,19.74,0.20,0.20,0.20
2020-03-24,21,17.61,18.84,18.84,18.83,0.20,0.20,0.20
2020-03-24,22,18.12,16.09,17.84,17.53,1.37,0.20,0.20
2020-03-24,23,14.09,15.56,14.88,16.83,0.93,0.20,0.20
2020-03-24,24,17.65,15.01,17.54,13.39,0.38,0.20,0.20
2020-03-25,1,14.19,13.38,14.34,13.37,1.03,0.17,0.17
2020-03-25,2,13.79,13.33,13.37,13.36,1.15,0.15,0.15
2020-03-25,3,13.35,11.73,11.73,13.34,1.00,0.15,0.15
2020-03-25,4,12.18,6.18,13.33,4.94,0.98,0.15,0.15
2020-03-25,5,14.16,14.40,17.64,15.30,0.98,0.20,0.20
2020-03-25,6,18.10,19.46,19.45,19.42,0.33,0.20,0.20
2020-03-25,7,14.04,19.42,19.42,19.42,0.43,0.20,0.20
2020-03-25,8,15.07,19.42,19.42,19.42,1.24,0.20,0.20
2020-03-25,9,18.24,19.42,19.42,19.42,0.94,0.20,0.20
2020-03-25,10,19.45,18.49,19.29,19.42,0.24,0.20,0.20
2020-03-25,11,19.06,18.47,18.17,19.42,0.36,0.20,0.20
2020-03-25,12,16.10,14.92,14.92,18.17,1.23,0.20,0.20
2020-03-25,13,14.66,14.39,14.39,14.95,1.25,0.20,0.20
2020-03-25,14,10.81,13.36,10.56,13.36,0.79,0.20,0.20
2020-03-25,15,10.25,13.36,13.39,11.94,1.00,0.20,0.20
2020-03-25,16,14.36,14.40,14.39,14.44,1.23,0.20,0.20
2020-03-25,17,18.63,16.92,14.92,14.92,1.26,0.44,0.44
2020-03-25,18,15.27,14.92,19.42,14.92,7.62,5.42,5.42
2020-03-25,19,18.11,19.42,18.56,19.42,1.65,1.05,1.05
2020-03-25,20,13.60,19.42,19.42,19.42,1.23,0.45,0.45
2020-03-25,21,10.64,14.95,15.00,19.42,1.27,0.44,0.44
2020-03-25,22,1.44,13.39,13.38,14.39,1.27,0.20,0.20
2020-03-25,23,-0.01,13.34,13.34,13.37,1.29,0.20,0.20
2020-03-25,24,0.00,13.34,14.39,13.39,0.58,0.20,0.20
2020-03-26,1,0.00,9.00,13.34,13.33,1.09,0.19,0.19
2020-03-26,2,0.00,0.00,6.18,7.00,1.11,0.16,0.16
2020-03-26,3,0.00,0.00,0.00,0.00,1.11,0.17,0.17
2020-03-26,4,0.00,0.00,0.00,0.00,1.12,0.17,0.17
2020-03-26,5,0.00,4.96,9.00,8.00,1.09,0.20,0.20
2020-03-26,6,0.00,13.33,13.36,13.34,1.09,0.20,0.20
2020-03-26,7,0.00,13.36,13.34,13.33,1.25,0.20,0.20
2020-03-26,8,0.00,8.00,13.35,13.34,1.37,0.20,0.20
2020-03-26,9,0.00,0.00,4.94,5.88,1.39,0.20,0.20
2020-03-26,10,0.00,1.00,0.00,4.99,1.37,0.20,0.20
2020-03-26,11,2.09,0.00,6.18,0.00,1.32,0.20,0.20
2020-03-26,12,14.29,0.00,0.00,0.00,1.28,0.20,0.20
2020-03-26,13,10.33,0.00,0.00,1.00,1.38,0.20,0.20
2020-03-26,14,5.94,6.00,2.99,1.00,1.31,0.20,0.20
2020-03-26,15,8.45,12.45,5.88,0.00,1.36,0.20,0.20
2020-03-26,16,16.36,13.34,13.36,13.35,1.32,0.20,0.20
2020-03-26,17,18.05,13.35,13.36,14.40,1.36,0.41,0.41
2020-03-26,18,16.51,20.21,17.83,14.35,6.42,0.45,0.45
2020-03-26,19,14.75,18.61,18.61,20.21,10.22,10.22,4.38
2020-03-26,20,14.18,20.21,20.21,20.21,4.75,4.75,4.75
2020-03-26,21,20.97,17.62,17.83,17.83,3.62,2.89,0.70
2020-03-26,22,23.95,17.66,17.66,17.92,1.25,0.23,0.22
2020-03-26,23,13.86,13.39,13.37,13.39,1.30,0.20,0.20
2020-03-26,24,13.56,13.34,13.34,13.37,1.01,0.20,0.20
2020-03-27,1,14.37,14.36,14.36,14.35,1.09,0.16,0.16
2020-03-27,2,14.34,14.37,14.34,13.76,1.11,0.15,0.15
2020-03-27,3,14.82,14.40,14.40,13.90,1.11,0.15,0.15
2020-03-27,4,14.36,13.70,14.33,14.00,1.12,0.15,0.15
2020-03-27,5,16.06,14.41,14.38,14.35,1.03,0.15,0.15
2020-03-27,6,18.59,19.49,19.01,18.27,0.37,0.16,0.16
2020-03-27,7,18.84,18.40,18.39,18.27,1.23,0.20,0.20
2020-03-27,8,18.46,19.82,18.39,18.39,1.23,0.20,0.20
2020-03-27,9,20.78,19.82,18.99,17.39,1.27,0.20,0.20
2020-03-27,10,18.74,18.39,18.39,19.82,1.25,0.20,0.20
2020-03-27,11,18.03,18.39,17.39,18.40,1.25,0.20,0.20
2020-03-27,12,14.83,17.11,16.78,18.28,1.19,0.20,0.20
2020-03-27,13,12.81,14.37,14.38,17.10,1.14,0.20,0.20
2020-03-27,14,14.22,14.10,14.36,14.64,0.64,0.20,0.20
2020-03-27,15,10.58,14.33,14.29,15.91,1.24,0.20,0.20
2020-03-27,16,13.46,14.01,14.35,14.39,1.06,0.20,0.20
2020-03-27,17,15.34,15.99,15.99,16.39,1.24,0.20,0.20
2020-03-27,18,14.95,16.32,15.16,18.45,5.84,5.84,5.84
2020-03-27,19,24.09,18.00,18.00,18.47,29.23,29.23,14.36
2020-03-27,20,16.29,19.82,19.55,19.82,4.76,4.76,4.76
2020-03-27,21,13.99,15.00,14.30,17.66,1.22,0.45,0.45
2020-03-27,22,9.04,13.32,13.36,15.09,1.28,0.20,0.20
2020-03-27,23,9.14,13.32,13.32,13.37,1.28,0.20,0.20
2020-03-27,24,1.42,8.88,8.88,8.88,1.03,0.20,0.20
2020-03-28,1,0.00,6.21,7.88,5.87,0.14,0.14,0.14
2020-03-28,2,0.00,5.30,5.96,0.00,0.13,0.13,0.13
2020-03-28,3,0.00,0.00,0.00,0.00,0.13,0.13,0.13
2020-03-28,4,0.00,4.91,0.01,0.01,0.13,0.13,0.13
2020-03-28,5,0.00,5.33,5.98,0.00,0.14,0.14,0.14
2020-03-28,6,0.00,4.97,6.01,4.97,0.14,0.14,0.14
2020-03-28,7,0.00,13.30,5.98,5.93,0.15,0.15,0.15
2020-03-28,8,0.00,10.87,13.34,13.31,0.20,0.20,0.20
2020-03-28,9,3.66,13.32,13.33,13.57,0.20,0.20,0.20
2020-03-28,10,13.39,13.33,13.51,13.51,0.20,0.20,0.20
2020-03-28,11,19.82,13.33,13.37,17.76,0.21,0.20,0.20
2020-03-28,12,22.45,13.54,13.54,13.51,0.20,0.20,0.20
2020-03-28,13,13.45,13.54,13.51,15.00,0.20,0.20,0.20
2020-03-28,14,10.93,14.40,13.58,13.51,0.20,0.20,0.20
2020-03-28,15,13.34,13.34,13.51,13.57,0.20,0.20,0.20
2020-03-28,16,33.35,13.51,13.37,17.17,3.35,3.35,3.35
2020-03-28,17,157.38,17.17,18.67,17.62,48.80,48.80,48.75
2020-03-28,18,36.93,18.42,13.54,18.48,13.44,13.44,13.44
2020-03-28,19,13.33,18.94,18.94,18.94,0.44,0.44,0.44
2020-03-28,20,5.85,15.00,14.66,18.94,0.29,0.29,0.29
2020-03-28,21,0.41,13.54,13.37,13.51,0.20,0.20,0.20
2020-03-28,22,0.00,13.12,13.34,15.84,0.20,0.20,0.20
2020-03-28,23,-0.02,0.00,5.98,11.06,0.20,0.20,0.20
2020-03-28,24,-0.02,0.00,0.00,5.63,0.20,0.20,0.20
2020-03-29,1,0.00,0.00,0.00,0.00,0.15,0.15,0.15
2020-03-29,2,0.00,0.00,0.00,0.00,0.15,0.15,0.15
2020-03-29,3,0.00,0.00,0.00,0.00,0.15,0.15,0.15
2020-03-29,4,0.00,0.00,0.00,0.00,0.15,0.15,0.15
2020-03-29,5,0.00,0.00,0.00,0.00,0.16,0.16,0.16
2020-03-29,6,0.00,0.00,0.00,0.00,0.16,0.16,0.16
2020-03-29,7,0.00,0.00,0.00,0.00,0.20,0.20,0.20
2020-03-29,8,1.35,0.00,0.00,0.00,0.20,0.20,0.20
2020-03-29,9,0.00,0.00,0.00,0.00,0.20,0.20,0.20
2020-03-29,10,0.00,0.00,0.00,0.00,0.20,0.20,0.20
2020-03-29,11,0.00,0.00,0.00,0.00,0.20,0.20,0.20
2020-03-29,12,4.73,0.00,0.00,0.00,0.20,0.20,0.20
2020-03-29,13,0.00,1.00,1.00,0.00,0.20,0.20,0.20
